"ID","FullSource"
"Paula2009","Paula, S., Ojeda, F. (2009). Belowground starch consumption after recurrent severe disturbance in three resprouter species of the genus Erica. Botany 87: 253–259."
"Paula2011a","Paula, S., Ojeda, F. (2011). Response to recurrent disturbance in two co-occurring resprouter heath species: the ecological consequences of withstanding herbivores. Plant Ecology 212: 2035–2045."
"Paula2011b","Paula, S., Pausas, J. (2011). Root traits explain different foraging strategies between resprouting life histories. Oecologia 165: 321–331."
"Paula2016","Paula, S., Naulin, P. I., Arce, C., Galaz, C., Pausas, J. G. (2016). Lignotubers in Mediterranean basin plants. Plant Ecology 217: 661-676."
"Pausas1997","Pausas, J. G. (1997). Resprouting of Quercus suber in NE. Spain after fire. Journal of Vegetation Science 8: 703-706."
"Pausas1999a","Pausas, J. G. (1999). Mediterranean vegetation dynamics: modelling problems and functional types. Plant Ecology 140: 27-39."
"Pausas1999b","Pausas, J. G., Carbó, E., Caturla, R. N., Gil, J. M., Vallejo, R. (1999). Post-fire regeneration patterns in the eastern Iberian Peninsula. Acta Oecologica 20: 499-508."
"Pausas2003","Pausas, J. G., Ouadah, N., Ferrán, A., Gimeno, T., Vallejo, R. (2003). Fire severity and seedling establishment in Pinus halepensis woodlands, eastern Iberian Peninsula. Plant Ecology 169: 205-213."
"Pausas2008","Pausas, J. G., Verdú, M. (2008). Fire reduces morphospace occupation in plant communities. Ecology 89: 2181-2186."
"Pausas2012","Pausas, J. G., Alessio, G. A., Moreira, B., Corcobado, G. (2012). Fires enhance flammability in Ulex parviflorus. New Phytologist 193: 18–23."
"Pausas2015","Pausas, J. G. (2015). Bark thickness and fire regime. Functional Ecology 29: 317-327."
"Pausas2016b","Pausas, J. G., Pratt, R. B., Keeley, J. E., Jacobsen, A. L., Ramirez, A. R., Vilagrosa, A., Paula, S., Kaneakua-Pia, I. N., Davis, S. D. (2016). Towards understanding resprouting at the global scale. New Phytologist 209: 945-954."
"PausasCat","field observations by J.G. Pausas in Catalonia (Spain)"
"PausasGU","field observations by J.G. Pausas in Guadalajara (Spain)"
"PausasH","field observations by J.G. Pausas in Huelva (Spain)"
"PausasMA","field observations by J.G. Pausas in Malaga (Spain)"
"PausasVal","field observations by J.G. Pausas in the Valencia region (Spain)"
"Peco2003","Peco, B., Traba, J., Levassor, C., Sánchez, A. M., Azcárate, F. M. (2003). Seed size, shape and persistence in dry Mediterranean grass and scrublands. Seed Science Research 13: 87-95."
"Peman2012","Pemán, J., Navarro, R. M., Nicolás, J. L., Prada, M. A., Serrada, R. (2012). Producción y manejo de semillas y plantas forestales. Parques Nacionales, Ministerio de Agricultura, Alimentación y Medio Ambiente."
"PereiraCoutinho1974","Pereira Coutinho, A. X. (1974). Flora de Portugal. Verlag von J. Cramer, Lehre, Germany."
"Pereiras1985","Pereiras, J., Puentes, M. A., Casal, M. (1985). Efecto de las altas temperaturas sobre la germinación de las semillas del tojo (Ulex europaeus L.). Studia Oecologica VI: 125-133."
"PerezFdez2000","Pérez-Fernández, M. A., Gómez-Gutiérrez, J. M. (2000). Cycles of dormancy and germination in seeds of six leguminous Mediterranean shrubs. Journal of Mediterranean Ecology 1: 227-236."
"PerezFdez2001","Pérez-Fernández, M. A., Gómez-Gutiérrez, J. M., Martín-Berrocoso, A. M. (2001). Seed size and shape can not be used to predict persistence in soil in the Iberian Peninsula as they do in the British flora. Journal of Mediterranean Ecology 2: 51-59."
"PerezFdez2003","Pérez-Fernández, M. A., Rodríguez-Echeverría, S. (2003). Effect of smoke, charred wood, and nitrogenous compounds on seed germination of ten species from woodland in Central-Western Spain. Journal of Chemical Ecology 29: 237-251."
"PerezFdez2006","Pérez-Fernández, M. A., Calvo-Magro, E., Montanero-Fernández, J., Oyola-Velasco, J. A. (2006). Seed germination in response to chemicals: effect of nitrogen and pH in the media. Journal of Environmental Biology 27: 13-20."
"PerezGarcia2003","Pérez-García, F., González-Benito, M. E. (2003). Seed germination of Halimium and Helianthemum species. In: Proceedings of the ISTA Forest Tree and Shrub Seed Committee Workshop, Prague - Pruhonice, Czech Republic, October 20 – 22, 2003."
"PerezGarcia2009","Pérez-Garcia, F. (2009). Germination characteristics and intrapopulation variation in carob (Ceratonia siliqua L.) seeds. Spanish Journal of Agricultural Research 7: 398–406."
"PerezGcia1997","Pérez-García, F. (1997). Germination of Cistus ladanifer seeds in relation to parent material. Plant Ecology 133: 57-62."
"PerezLatorre2010","Pérez-Latorre, A. V., Gavira, O., Cabezudo, B. (2010). Phenomorphology and ecomorphological characters of Maytenus senegalensis L. Shrublands in the Iberian Peninsula: A comparison with other Mediterranean plant communities. Flora 205: 200–210."
"PerezRamos2009","Pérez-Ramos, I. M., Marañón, T. (2009). Effects of waterlogging on seed germination of three Mediterranean oak species: Ecological implications. Acta Oecologica 35: 422–428."
"Pinto2004","Pinto, C. (2004). Cartografia de risco de incêndio na Reserva Natural das Dunas de S. Jacinto. Relatório final de estágio. Universidade de Trás-os-Montes e Alto Douro, Vila Real, Portugal."
"Portugal2008","Fernandes, P. (pfern@utad.pt)"
"Prieto2004","Prieto, J., Estrelles, E., Ibars, A. M. (2004). Anthyllis lagascana: from seed to adult plant. Ex situ conservation and introduction experiences. in 4th European Conference on the Conservation of Wild Plants, Valencia, Spain."
"Prieto2018","Prieto, I., Querejeta, J. I., Segrestin, J., Volaire, F., & Roumet, C. (2018). Leaf carbon and oxygen isotopes are coordinated with the leaf economics spectrum in Mediterranean rangeland species. Functional Ecology, 32(3), 612-625."
"Proenca2010","Proença, V., Pereira, H. M., Vicente, L. (2010). Resistance to wildfire and early regeneration in natural broadleaved forest and pine plantation. Acta Oecologica 36: 626–633."
"Puentes1985","Puentes, M. A., Pereiras, J., Casal, M. (1985). Dinámica de la población de plántulas de Ulex europaeus L. tras incendio, y su relación con la microtopografía. Studia Oecologica VI: 135-148."
"Puentes1988","Puentes, M. A., Pereiras, J., Casal, M. (1988). Estudio del banco de semillas de Ulex europaeus L. en matorrales de Galicia (NW España). I. Primeros resultados. Revue d'Écologie et de Biologie du Sol 25: 215-224."
"Puentes2002","Puentes, A., Basanta, M. (2002). Architecture of Ulex europaeus: Changes in the vertical distribution of organs in relation to plant height and season. Journal of Vegetation Science 13: 793-802."
"Quevedo2005","Quevedo, L., Rodrigo, A., Espelta, J. M. (2005). Recuperació i rebrotada d'espècies poc abundants en boscos mediterranis després d'incendis forestals. In II Conferència Internacional sobre Estratègies de Prevenció d’Incendis al Sud d’Europa: Gestió forestal com a eina per a la prevenció d’incendi, Barcelona, Spain."
"Quevedo2007","Quevedo, L., Rodrigo, A., Espelta, J. M. (2007). Post-fire resprouting ability of 15 non-dominant shrub and tree species in Mediterranean areas of NE Spain. Annals of Forest Science 64: 883-890."
"Quevedo2013","Quevedo, L., Arnan, X., Rodrigo, A. (2013). Selective thinning of Arbutus unedo coppices following fire: effects on growth at the individual and plot level. Forest Ecology and Management 292: 56-63."
"Quevedo2015","Quevedo, L., Arnan, X., Rodrigo, A. (2015). Post-fire forestry management improves fruit weight and seed set in forest coppices dominated by Arbutus unedo L. Forest Ecology and Management 345: 65-72."
"Quintana2004","Quintana, J. R., Cruz, A., Fernández-González, F., Moreno, J. M. (2004). Time of germination and establishment success after fire of three obligate seeders in a Mediterranean shrubland of central Spain. Journal of Biogeography 31: 241-249."
"Rego1991","Rego, F. C., Bunting, S. C., da Silva, J. M. (1991). Changes in understory vegetation following prescribed fire in maritime pine forests. Forest Ecology and Management 41: 21-31."
"Retana1992","Retana, J., Riba, M., Castell, C., Espelta, J. M. (1992). Regeneration by sprouting of holm oak (Quercus ilex) stands exploited by selection thinning. Vegetatio 100: 355-364."
"Retana2002","Retana, J., Espelta, J. M., Habrouk, A., Ordoñez, J. L., de Solà-Morales, F. (2002). Regeneration patterns of three Mediterranean pines and forest changes after a large wildfire in northeastern Spain. Écoscience 9: 89-97."
"Reyes1995","Reyes, O., Casal, M. (1995). Germination behavior of three species of the genus Pinus in relation to high temperatures suffered during forest fires. Annales des Sciences Forestieres 52: 385-392."
"Reyes1997a","Reyes, O., Casal, M., Trabaud, L. (1997). The influence of population, fire and time of dissemination on the germination of Betula pendula seeds. Plant Ecology 133: 201-208."
"Reyes1997b","Reyes, O., Casal, M. (1997). Efecto de las cenizas sobre el comportamiento germinativo de Pinus pinaster, P. radiata y Eucalyptus globulus. Pages 533-538 in F. Puertas, and M. Rivas, editors. I Congreso Forestal Hispano Luso/ II Congreso Forestal Español, Pamplona, Spain."
"Reyes1998","Reyes, O., Casal, M. (1998). Are the dominant species in N.W. Spain fire-prone?. Pages 177-188 in L. Trabaud, editor. Fire management and landscape ecology. International Association of Wildland Fire, Fairfield, Washington, USA."
"Reyes2001a","Reyes, O., Casal, M. (2001). The influence of seed age on germinative response to the effects of fire in Pinus pinaster, Pinus radiata and Eucalyptus globulus. Annals of Forest Science 58: 439-447."
"Reyes2001b","Reyes, O., Boedo, M. (2001). El fuego como controlador de la germinación de Cytisus striatus y de C. multiflorus y su aplicación agronómica. Pages 15-21 in III Congreso Forestal Español. Montes para la sociedad del nuevo milenio, Granada, Spain."
"Reyes2002a","Reyes, O., Casal, M. (2002). Quercus rotundifolia germination related to forest fires: the effect of high temperatures, ash, smoke and charcoal. Pages 158-164 in C. A. Thanos, T. L. Bearmore, K. F. Connor, and E. L. Tolentino, editors. Annual Meeting of IUFRO 2.09.00 'Research Group for Seed Physiology and Technology' Tree Seeds 2002, Chania, Crete."
"Reyes2002b","Reyes, O., Casal, M. (2002). Effect of high temperatures on cone opening and on the release and viability of Pinus pinaster and P. radiata seeds in NW Spain. Annals of Forest Science 59: 327-334."
"Reyes2004","Reyes, O., Casal, M. (2004). Effects of forest fire ash on germination and early growth of four Pinus species. Plant Ecology 175: 81-89."
"Reyes2006a","Reyes, O., Casal, M. (2006). Seed germination of Quercus robur, Q. pyrenaica and Q. ilex and the effects of smoke, heat, ash and charcoal. Annals of Forest Science 63: 205-212."
"Reyes2006b","Reyes, O., Casal, M. (2006). Can smoke affect the germination of Pinus sylvestris, P. nigra, P. uncinata and P. pinaster?. CD-rom in D. X. Viegas, editor. 5th International Conference on Forest Fire Research. Elsevier B.V., Amsterdam, The Netherlands, Figueira da Foz, Portugal."
"Reyes2009","Reyes, O., Trabaud, L. (2009). Germination behaviour of 14 Mediterranean species in relation to fire factors: smoke and heat. Plant Ecology 202: 113-121."
"Reyna2004","Reyna, S., Garcia, S., Boronat, J., Folch, L. (2004). Proyecto de silvicultura trufera. Pages 89-99 in Programa de I+D sobre restauración de la cubierta vegetal. Reunión de coordinación 2004."
"RguezBarreal2004","Rodríguez- Barreal, J. A., Domínguez- Núñez, J. A., Sainz de Omeñaca, J. A., Mingot, D., Placenave, G. J. (2004). Producción de planta micorrizada de calidad, implantación y mejora de rodales productores de trufa y otras setas de interés económico en la Comunidad Valenciana. Pages 101-120 in Programa de I+D sobre restauración de la cubierta vegetal. Reunión de coordinación 2004."
"RguezEcheverria2001","Rodríguez-Echeverría, S., Pérez-Fernández, M. A. (2001). Light and nutrients availability determine seeds germination in five perennials. Journal of Mediterranean Ecology 2: 83-91."
"Riba1997","Riba, M. (1997). Effects of cutting and rainfall pattern on resprouting vigour and growth of Erica arborea L. Journal of Vegetation Science 8: 401-404."
"Riba2002","Riba, M., Rodrigo, A., Colas, B., Retana, J. (2002). Fire and species range in Mediterranean landscapes: an experimental comparison of seed and seedling performance among Centaurea taxa. Journal of Biogeography 29: 135-146."
"Richardson1998","Richardson, D. M., Rundel, P. W. (1998). Ecology and biogeography of Pinus: an introduction. Pages 3-46 in D. M. Richardson, editor. Ecology and biogeography of Pinus. Cambridge University Press, Cambridge (UK)."
"Riera1997","Riera, J., Estruch, J., Cuevas,  R., Verdú, A. M. (1997). Etude des populations de Genista scorpius (L.) DC. et de leur capacite de resistance au feu dans une zone forestiere et pastorale du Bergueda (Barcelone): caracterisation et germination des graines. Lagascalia 19: 685-690."
"Riva2016u","Enrique, G., Olmo, M., Poorter, H., Ubera, J. L., Villar, R. (2016). Leaf mass per area (LMA) and its relationship with leaf structure and anatomy in 34 Mediterranean woody species along a water availability gradient. PloS One 11: e0148788."
"Riva2016v","Enrique, G., Olmo, M., Poorter, H., Ubera, J. L., Villar, R. (2016). Leaf mass per area (LMA) and its relationship with leaf structure and anatomy in 34 Mediterranean woody species along a water availability gradient. PloS One 11: e0148788."
"Riva2016w","Enrique, G., Olmo, M., Poorter, H., Ubera, J. L., Villar, R. (2016). Leaf mass per area (LMA) and its relationship with leaf structure and anatomy in 34 Mediterranean woody species along a water availability gradient. PloS One 11: e0148788."
"Riva2016x","Enrique, G., Olmo, M., Poorter, H., Ubera, J. L., Villar, R. (2016). Leaf mass per area (LMA) and its relationship with leaf structure and anatomy in 34 Mediterranean woody species along a water availability gradient. PloS One 11: e0148788."
"Riva2016y","Enrique, G., Olmo, M., Poorter, H., Ubera, J. L., Villar, R. (2016). Leaf mass per area (LMA) and its relationship with leaf structure and anatomy in 34 Mediterranean woody species along a water availability gradient. PloS One 11: e0148788."
"Riva2016z","Enrique, G., Olmo, M., Poorter, H., Ubera, J. L., Villar, R. (2016). Leaf mass per area (LMA) and its relationship with leaf structure and anatomy in 34 Mediterranean woody species along a water availability gradient. PloS One 11: e0148788."
"Rivas2006a","Rivas, M., Reyes, O., Casal, M. (2006). Do high temperatures and smoke modify the germination response of Gramineae species?. CD-rom in D. X. Viegas, editor. 5th International Conference on Forest Fire Research. Elsevier B.V., Amsterdam, The Netherlands, Figueira da Foz, Portugal."
"Rivas2006b","Rivas, M., Reyes, O., Casal, M. (2006). Influence of heat and smoke treatments on the germination of six leguminous shrubby species. International Journal of Wildland Fire 15: 73-80."
"Rodrigo2004","Rodrigo, A., Retana, J., Picó, F. X. (2004). Direct regeneration is not the only response of Mediterranean forests to large fires. Ecology 85: 716-729."
"Rodrigo2007","Rodrigo, A., Quintana, V., Retana, J. (2007). Fire reduces Pinus pinea L. distribution in the north-eastern Iberian Peninsula. Écoscience 14: 23-30."
"RodriguezGarcia2015","Rodríguez-García, A., Martín, J. A., López, R., Mutke, S., Pinillos, F., Gil, L. (2015). Influence of climate variables on resin yield and secretory structures in tapped Pinus pinaster Ait. in central Spain. Agricultural and Forest Meteorology 202: 83–93."
"Rosalino2010","Rosalino, L. M., Rosa, S., Santos-Reis, M. (2010). The role of carnivores as Mediterranean seed dispersers. Annales Zoologici Fennici 47: 195–205."
"Rosas2013","Rosas, T., Galiano, L., Ogaya, R., Peñuelas, J., Martínez-Vilalta, J. (2013). Dynamics of non-structural carbohydrates in three Mediterranean woody species following long-term experimental drought. Frontiers in Plant Science 4: 400. doi: 10.3389/fpls.2013.00400."
"Roy1985","Roy, J., Arianoutsou-Faraggitaki, M. (1985). Light quality as the environmental trigger for the germination of the fire-promoted species Sarcopoterium spinosum L. Flora 177: 345-349."
"Roy1992","Roy, J., Sonie, L. (1992). Germination and population dynamics of Cistus species in relation to fire. Journal of Applied Ecology 29: 647-655."
"Ruivo2000","Ruivo, L. (2000). Contribuição para o estudo da dinâmica dos combustíveis na Reserva Natural da Serra da Malcata. Relatório final de estágio. Universidade de Trás-os-Montes e Alto Douro, Vila Real, Portugal."
"Ruizdelatorre1979","Ruíz de la Torre, J., Ceballos, L. (1979). Árboles y arbustos de la España peninsular. Servicio de Publicaciones de la Escuela Técnica Superior de Ingenieros de Montes, Madrid, Spain."
"Saatkamp2011","Saatkamp, A., Affre, L., Dutoit, T., & Poschlod, P. (2011). Germination traits explain soil seed persistence across species: the case of Mediterranean annual plants in cereal fields. Annals of Botany 107: 415-426."
"Saladin2013","Saladin, B. (2013). Diversify or specialize: Disturbances influence trait evolution in Pinus. Zurich University. Retrieved from ftp://193.134.202.10/pub/zimmermann/EConti/Thesis_Saladin/Thesis_BSaladin.pdf"
"Salamanca2008","Fernández-Santos, B. (belenfs@usal.es)"
"Salvador1995","Salvador, R., Lloret, F. (1995). Germinación en el laboratorio de varias especies arbustivas mediterráneas: efecto de la temperatura. Orsis 10: 25-34."
"Santana2011","Santana, V. M., Baeza, M. J., Vallejo, V. R. (2011). Fuel structural traits modulating soil temperatures in different species patches of Mediterranean Basin shrublands. International Journal of Wildland Fire 20: 668–677."
"Santana2013","Santana, V. M., Baeza, M. J., Blanes, M. C. (2013). Clarifying the role of fire heat and daily temperature fluctuations as germination cues for Mediterranean Basin obligate seeders. Annals of Botany 111: 127–134."
"Santiesteban1993","Santiesteban, E., García, C., Morey, M. (1993). Dynamics of Cistus monspeliensis seedlings after fire. Pages 193-199 in L. Trabaud, and R. Prodon, editors. Fire in Mediterranean ecosystems. European Comission, Brussels."
"Santo2014","Santo, A., Mattana, E., Hugot, L., Spinosi, P., Bacchetta, G. (2014). Seed germination and survival of the endangered psammophilous Rouya polygama (Apiaceae) in different light, temperature and NaCl conditions. Seed Science Research 24: 331-339."
"Santo2014b","Santo, A., Mattana, E., Frigau, L., Bacchetta, G. (2014) Light, temperature, dry after-ripening and salt stress effects on seed germination of Phleum sardoum (Hackel) Hackel. Plant Species Biology 29: 300–305."
"Santo2015","Santo, A., Mattana, E., Bacchetta, G. (2015). Inter- and intra-specific variability in seed dormancy loss and germination requirements in the Lavatera triloba aggregate (Malvaceae). Plant Ecology and Evolution 148: 100-110."
"Santos2003","Santos, M. F. V., Gutiérrez, E., Vallejo, R., Meunier, I. J., Cillero, D. (2003). Diversity of post-fire vegetation on abandoned terraces and outcroup slopes in Valencia, Spain. Revista Árbore 27: 399-405."
"Saracino1998","Saracino, A., Dinel, H., Fidanza, F., Ruggiero, G., Dumontet, S. (1998). Factors affecting post-fire regeneration under large Pinus halepensis trees. II. Influence of ashes and lipids on seed germination patterns. Pages 213-222 in L. Trabaud, editor. Fire management and landscape ecology. International Association of Wildland Fire, Fairfield, Washington, USA."
"Saracino2017","Saracino, A., Bellino, A., Allevato, E., Mingo, A., Conti, S., Rossi, S., Bonamoni, G., Carputo, D., Mazzoleni, S. (2017). Repeated stand-replacing crown fires affect seed morphology and germination in Aleppo pine. Frontiers in Plant Science 8: 1160, doi: 10.3389/fpls.2017.01160."
"Sardans2006","Sardans, J., Peñuelas, J., Rodà, F. (2006). The effects of nutrient availability and removal of competing vegetation on resprouter capacity and nutrient accumulation in the shrub Erica multiflora. Acta Oecologica 29: 221–232."
"SauraMas2009","Saura-Mas, S., Shipley, B., Lloret, F. (2009). Relationship between post-fire regeneration and leaf economics spectrum in Mediterranean woody species. Functional Ecology 23: 103–110."
"SauraMas2010","Saura-Mas, S., Paula, S., Pausas, J. G., Lloret, F. (2010). Fuel loading and flammability in the Mediterranean Basin woody species with different post-fire regenerative strategies. International Journal of Wildland Fire 19: 783-794."
"SauraMas2012","Saura-Mas, S., Estiarte, M., Peñuelas, J., Lloret, F. (2012). Effects of climate change on leaf litter decomposition across post-fire plant regenerative groups. Environmental and Experimental Botany 77: 274–282."
"SBarcelona2008","Lloret, F. (Francisco.Lloret@uab.es)"
"Schnadelbach2016","Schnadelbach, A., Veiga-Barbosa, L., Martínez-García, F., Jiménez-Valdés, A., Pérez-García, F. (2016). Interpopulation germination response of Senecio coincyi (Asteraceae) cypselas to various nitrate (KNO3) concentrations. Seed Science and Technology 44: 624-630."
"Scuderi2010","Scuderi, D., Gregorio, R., Toscano, S., Cassaniti, C., & Romano, D. (2010). Germination behaviour of four mediterranean Cistus L. species in relation to high temperature. Ecological Questions, 12, 171."
"SCuenca2008","Madrigal, J., Hernando, C., Guijarro, M. (incendio@inia.es)"
"Segrestin2018","Segrestin, J., Bernard-Verdier, M., Violle, C., Richarte, J., Navas, M. L., & Garnier, E. (2018) When is the best time to flower and disperse? A comparative analysis of plant reproductive phenology in the Mediterranean. Functional Ecology. Doi: 10.1111/1365-2435.13098"
"Seligman2000","Seligman, N. G., Henkin, Z. (2000). Regeneration of a dominant Mediterranean dwarf-shrub after fire. Journal of Vegetation Science 11: 893-902."
"Selik1958","Selik, M. (1958). Kizilçam (Pinus brutia Ten.)'in botanik özellikleri üzerinde arastirmalar ve bunlarin Halepçami (Pinus halepensis Mill.) vasiflari ile mukayesesi [Researches on botanical properties of Red Pine (Pinus brutia Ten.) and its comparion of those of Aleppo Pine (Pinus halepensis Mill.)] Istanbul Universitesi Orman Fakultesi Dergisi Seri:A 8: 161-198 (in Turkish)."
"Shater2011","Shater, Z., de-Miguel, S., Kraid, B., Pukkala, T., Palahí, M. (2011). A growth and yield model for even-aged Pinus brutia Ten. stands in Syria. Annals of Forest Science 68: 149-157."
"SillaCortes1995","Silla-Cortés, F. (1995). Autoecología de Cytisus balansae (Boiss.) Ball: estudio del desarrollo de las diferentes fracciones que constituyen su biomasa. Degree thesis. Universidad de Salamanca, Spain."
"Silva1996","Silva, J. S. (1996). Seedling establishment of Mediterranean woody species after fire in two different regions of central Portugal. MSc thesis. Mediterranean Agronomic Institute of Chania - Centre International de Hautes Études Agronomiques Méditerranéenees, Creete, Greece."
"Silva2002","Silva, J. S., Rego, F. C., Martins-Loução, M. A. (2002). Belowground traits of Mediterranean woody plants in a portuguese shrubland. Ecologia Mediterranea 28: 5-13."
"Silva2004","Silva, J. S., Rego, F. (2004). Root to shoot in Mediterranean woody plants from Central Portugal. Biologia, Bratislava 59/Suppl.: 1-7."
"Silva2006","Silva, J. S., Catry, F. (2006). Forest fires in cork oak (Quercus suber L.) stands in Portugal. International Journal of Environmental Studies 63: 235–257."
"Skourou2003","Skourou, P. C. (2003). Population dynamics of Cistus spp. in post-fire succesional stages of Pinus halepensis forests in Attica. PhD thesis (in Greek with summary in English). University of Athens, Athens, Greece."
"Skourou2004","Skourou, P. C., Arianoutsou, M. (2004). Patterns of seed dispersal in three co-occurring Cistus speciesin a Pinus halepensis forest of central Greece. In M. Arianoutsou & V. P. Papanastasis (Eds.), 10th MEDECOS Conference (Vol. CD-ROM). Rhodes, Greece: Millpress."
"Skourti2015","Skourti, E., Thanos, C. A. (2015). Seed afterripening and germination photoinhibition in the genus Crocus (Iridaceae). Seed Science Research 25: 306–320."
"Soria2008","Madrigal, J., Hernando, C., Guijarro, M. (incendio@inia.es)"
"Strid1997","Strid, A., Tan, K. (editors) (1997-2002). Flora Hellenica. vol I. Koeltz Scientific Books, Königstein, Germany; vol II. A. R. G. Gantner Verlag K. G., Ruggell, Liechtenstein."
"Tapias2000","Tapias, R., Gil, L. (2000). Adaptación reproductiva de las especies forestales ante el fuego. Pages 130-137 in R. Vélez, coordinator. La defensa contra incendios forestales: fundamentos y experiencias. McGraw-Hill, Madrid, Spain."
"Tapias2001","Tapias, R., Gil, L., Fuentes-Utrilla, P., Pardos, J. A. (2001). Canopy seed banks in Mediterranean pines of southeastern Spain: a comparison between Pinus halepensis Mill., P. pinaster Ait., P. nigra Arn. and P. pinea L. Journal of Ecology 89: 629-638."
"Tapias2004","Tapias, R., Climent, J., Pardos, J. A., Gil, L. (2004). Life histories of Mediterranean pines. Plant Ecology 171: 53-68."
"Tarrega1992","Tárrega, R., Calvo, L., Trabaud, L. (1992). Effect of high temperatures on seed germination of two woody Leguminosae. Vegetatio 102: 139-147."
"Tarrega1997","Tárrega, R., Luis-Calabuig, E., Alonso, I. (1997). Space-time heterogeneity in the recovery after experimental burning and cutting in a Cistus laurifolius shrubland. Plant Ecology 129: 179-187."
"Tavsanoglu2005","Tavsanoglu, Ç., Gürkan, B. (2005). Post-fire dynamics of Cistus spp. in a Pinus brutia forest. Turkish Journal of Botany 29: 337-343."
"Tavsanoglu2011","Tavsanoglu, C. (2011). Fire-related cues (heat shock and smoke) and seed germination in a Cistus creticus population in southwestern Turkey. Ekoloji 20: 99–104."
"Tavsanoglu2012","Tavsanoglu, Ç., Çatav, S. S. (2012). Seed size explains within-population variability in post-fire germination of Cistus salviifolius. Annales Botanici Fennici 49: 331–340."
"Tavsanoglu2014","Tavsanoglu, Ç., Gürkan, B. (2014). Long-term post-fire dynamics of co-occuring woody species in Pinus brutia forests: the role of regeneration mode. Plant Ecology 215: 355-365."
"Tavsanoglu2015","Tavþanoðlu, Ç., Çatav, Þ.S., Özüdoðru, B. (2015). Fire-related germination and early seedling growth in 21 herbaceous species in Central Anatolian steppe. Journal of Arid Environments 122: 109-116."
"Tavsanoglu2017","Tavsanoglu, Ç., Ergan, G., Çatav, S.S., Zare, G., Küçükakyüz, K., Özüdogru, B. (2017). Multiple fire-related cues stimulate germination in Chaenorhinum rubrifolium (Plantaginaceae), a rare annual in the Mediterranean Basin. Seed Science Research 27: 26-38."
"Teleno2008","Madrigal, J., Hernando, C., Guijarro, M. (incendio@inia.es)"
"Thanos1988","Thanos, C. A., Georghiou, K. (1988). Ecophysiology of fire-stimulated seed germination in Cistus incanus ssp. creticus (L.) Heywood and C. salvifolius L. Plant Cell and Environment 11: 841-849."
"Thanos1989","Thanos, C. A., Marcou, S., Christodoulakis, D., Yannitsaros, A. (1989). Early post-fire regeneration in Pinus brutia forest ecosystems of Samos Island (Greece). Acta Oecologica-Oecologia Plantarum 10: 79-94."
"Thanos1989b","Thanos, C. A., Georghiou, K., Skarou, F. (1989). Glaucium flavum seed germination - an ecophysiological approach. Annals of Botany 63: 121–130."
"Thanos1991b","Thanos, C. A., Georghiou, K., Douma, D. J., Marangaki, C. J. (1991). Photoinhibition of seed germination in Mediterranean maritime plants. Annals of Botany 68: 469–475."
"Thanos1992","Thanos, C. A., Georghiou, K., Kadis, C., Pantazi, C. (1992). Cistaceae: A plant family with hard seeds. Israel Journal of Botany 41: 251-263."
"Thanos1993","Thanos, C. A., Daskalakou, E. N. (1993). Seed characteristics of Pinus brutia from various location of Samos Island. Pages 295-302 in Proceedings of International Symposium on Pinus brutia Ten., Ministry of Forestry of Turkey, October 18th-23th, Marmaris, Turkey."
"Thanos1993b","Thanos, C. A. (1993). Germination ecophysiology of Mediterranean aromatic plants. Pages 281-287 in D. Come, F. Corbineau (editors) Fourth International Workshop on Seeds. Basic and Applied Aspects of Seed Biology, Vol. I. (Angers, France 20-24 July, 1992), ASFIS,Paris."
"Thanos1994","Thanos, C. A., Georghiou, K., Delipetrou, P. (1994). Photoinhibition of seed germination in the maritime plant Matthiola tricuspidata. Annals of Botany 73: 639–644."
"Thanos1995","Thanos, C. A., Kadis, C. C., Skarou, F. (1995). Ecophysiology of germination in the aromatic plants thyme, savory and oregano (Labiatae). Seed Science Research 5: 161–170."
"Thanos1996","Thanos, C. A., Daskalakou, E. N., Nikolaidou, S. (1996). Early post-fire regeneration of a Pinus halepensis forest on Mount Parnis, Greece. Journal of Vegetation Science 7: 273-280."
"Tormo2014","Tormo, J., Moreira, B., Pausas, J. G. (2014). Field evidence of smoke-stimulated seedling emergence and establishment in Mediterranean Basin flora. Journal of Vegetation Science 25: 771–777."
"Torres2006","Torres, O., Calvo, L., Valbuena, L. (2006). Influence of high temperatures on seed germination of a special Pinus pinaster stand adapted to frequent fires. Plant Ecology 186: 129-136."
"Trabaud1985a","Trabaud, L., Michels, C., Grosman, J. (1985). Recovery of burnt Pinus halepensis Mill. forests. 2. Pine reconstitution after wildfire. Forest Ecology and Management 13: 167-179."
"Trabaud1985b","Trabaud, L., de Chanterac, B. (1985). The influence of fire on the phenological behavior of Mediterranean plant species in Bas-Languedoc (southern France). Vegetatio 60: 119-130."
"Trabaud1987","Trabaud, L. (1987). Fire and survival traits of plants. Pages 65-89 in L. Trabaud, editor. The role of fire in ecological systems. SPB Academic Publishing, The Hague, the Netherlands."
"Trabaud1989a","Trabaud, L., Oustric, J. (1989). Heat requirements for seed germination of three Cistus species in the garrigue of southern France. Flora 183: 321-325."
"Trabaud1989b","Trabaud, L., Casal, M. (1989). Réponses des semences de Rosmarinus officinalis à différents traitements simulant une action de feu. Acta oecologica-Oecologia Aplicata 10: 355-363."
